"","Sample_ID","Date_Time","Altitude","GPS_acc","Site","Collected","Species","Easting","Northing","optional"
"216","Cleared0509",2016-06-08 16:39:00,619.5,5,"2B3","no","moose",502163.319069582,4851493.69066713,TRUE
"217","Cleared0510",2016-06-08 16:48:00,651.8,5,"2B3","no","moose",502267.863817372,4851500.38932482,TRUE
"218","Cleared0511",2016-06-10 09:44:00,681.4,4,"11C1","no","moose",586673.607336001,4900005.67612229,TRUE
"219","Cleared0512",2016-06-10 09:54:00,688.4,4,"11C1","no","moose",586681.664737881,4900000.22803435,TRUE
"220","Cleared0513",2016-06-10 10:07:00,672.8,4,"11C1","no","moose",586690.015936904,4899972.56531739,TRUE
"221","Cleared0514",2016-06-10 10:12:00,675,4,"11C1","no","moose",586697.941177947,4899977.11383644,TRUE
"222","Cleared0515",2016-06-10 10:27:00,683.2,5,"11C1","no","moose",586706.116169785,4899962.77992258,TRUE
"223","Cleared0516",2016-06-10 10:34:00,672.3,5,"11C1","no","moose",586714.100185085,4899962.88553337,TRUE
"224","Cleared0517",2016-06-10 10:44:00,669.9,5,"11C1","no","moose",586674.356345591,4899949.02879401,TRUE
"225","Cleared0518",2016-06-10 10:47:00,681.1,5,"11C1","no","moose",586674.268227174,4899955.69318532,TRUE
"226","Cleared0519",2016-06-10 10:57:00,669.5,5,"11C1","no","moose",586713.879786897,4899979.54651218,TRUE
"227","Cleared0520",2016-06-10 11:15:00,688.6,5,"11C1","no","moose",586874.413461169,4899917.23832063,TRUE
"228","Cleared0521",2016-06-10 11:24:00,694.3,5,"11C1","no","moose",586874.487061844,4899911.68466142,TRUE
"229","Cleared0522",2016-06-10 11:31:00,691.1,5,"11C1","no","moose",586874.001296158,4899948.33881306,TRUE
"230","Cleared0523",2016-06-10 11:32:00,690.7,5,"11C1","no","moose",586873.97185572,4899950.56027686,TRUE
"231","Cleared0524",2016-06-10 11:41:00,688.8,5,"11C1","no","moose",586874.030736585,4899946.11734927,TRUE
"232","Cleared0525",2016-06-10 12:19:00,683,5,"11C1","no","moose",586948.509406092,4899749.35978556,TRUE
"233","Cleared0526",2016-06-10 12:46:00,665.8,5,"11C1","no","moose",586728.534849867,4899475.3800278,TRUE
"234","Cleared0527",2016-06-13 09:23:00,435,4,"7A1","no","moose",546216.669464829,4939189.61249469,TRUE
"235","Cleared0528",2016-06-13 09:24:00,431.7,4,"7A1","no","moose",546224.573302344,4939194.11233173,TRUE
"236","Cleared0529",2016-06-13 09:29:00,427.6,4,"7A1","no","moose",546232.564377321,4939186.39341257,TRUE
"237","Cleared0530",2016-06-13 09:29:00,427.8,4,"7A1","no","moose",546232.556445658,4939187.50420947,TRUE
"238","Cleared0531",2016-06-13 09:34:00,439.1,4,"7A1","no","moose",546232.564377321,4939186.39341257,TRUE
"239","Cleared0532",2016-06-13 09:38:00,439.3,4,"7A1","no","moose",546232.540582327,4939189.72580326,TRUE
"240","Cleared0533",2016-06-13 09:42:00,438.5,4,"7A1","no","moose",546240.412676807,4939198.6688474,TRUE
"241","Cleared0534",2016-06-13 09:48:00,438.8,4,"7A1","no","moose",546256.402808815,4939182.12026081,TRUE
"242","Cleared0535",2016-06-13 10:00:00,442.1,4,"7A1","no","moose",546272.361268422,4939170.01490099,TRUE
"243","Cleared0536",2016-06-13 10:03:00,440.3,4,"7A1","no","moose",546272.385083762,4939166.6825104,TRUE
"244","Cleared0537",2016-06-13 10:08:00,439.2,4,"7A1","no","moose",546280.296851693,4939170.0716185,TRUE
"245","Cleared0538",2016-06-13 10:17:00,428,5,"7A1","no","moose",546462.998603028,4939145.83047807,TRUE
"246","Cleared0539",2016-06-13 10:25:00,427.7,6,"7A1","no","moose",546478.933622787,4939137.0580151,TRUE
"247","Cleared0540",2016-06-13 10:28:00,429.3,5,"7A1","no","moose",546471.045831886,4939130.33627358,TRUE
"248","Cleared0541",2016-06-13 10:31:00,431.9,5,"7A1","no","moose",546478.981465587,4939130.39323424,TRUE
"249","Cleared0542",2016-06-13 10:33:00,432.8,5,"7A1","no","moose",546478.973491791,4939131.50403105,TRUE
"250","Cleared0543",2016-06-13 10:37:00,439.1,5,"7A1","no","moose",546494.757014668,4939143.83674653,TRUE
"251","Cleared0544",2016-06-13 10:38:00,439.8,5,"7A1","no","moose",546494.749038132,4939144.94754335,TRUE
"252","Cleared0545",2016-06-13 10:42:00,443.3,5,"7A1","no","moose",546478.973491791,4939131.50403105,TRUE
"253","Cleared0546",2016-06-13 10:54:00,425.3,5,"7A1","no","moose",546494.836779955,4939132.72877835,TRUE
"254","Cleared0547",2016-06-13 10:56:00,430,5,"7A1","no","moose",546502.764433057,4939133.896565,TRUE
"255","Cleared0548",2016-06-13 11:09:00,431.1,4,"7A1","no","moose",546479.467864475,4939062.63463286,TRUE
"256","Cleared0549",2016-06-13 11:59:00,414.2,5,"7A1","no","moose",545864.407677884,4938503.93361895,TRUE
"257","Cleared0550",2016-06-13 13:58:00,422,5,"7A1","no","moose",548500.23532119,4942632.21499777,TRUE
"258","Cleared0551",2016-06-13 14:03:00,409.7,5,"7A1","no","moose",548420.863515868,4942639.39634467,TRUE
"259","Cleared0552",2016-06-13 14:04:00,410.7,5,"7A1","no","moose",548412.940480926,4942638.22616783,TRUE
"260","Cleared0553",2016-06-13 14:10:00,414.4,5,"7A1","no","moose",548405.025756656,4942635.94519778,TRUE
"261","Cleared0554",2016-06-13 14:16:00,437.2,5,"7A1","no","moose",548389.121495722,4942641.38051343,TRUE
"262","Cleared0555",2016-06-13 14:19:00,440.5,5,"7A1","no","moose",548381.090436869,4942654.65081409,TRUE
"263","Cleared0556",2016-06-13 14:21:00,439.9,5,"7A1","no","moose",548373.142490306,4942656.81309481,TRUE
"264","Cleared0557",2016-06-13 14:23:00,433.5,5,"7A1","no","moose",548349.315291078,4942661.07838938,TRUE
"265","Cleared0558",2016-06-13 14:24:00,430.4,5,"7A1","no","moose",548349.290379395,4942664.41079836,TRUE
"266","Cleared0559",2016-06-13 14:27:00,412.8,5,"7A1","no","moose",548349.356810521,4942655.52437444,TRUE
"267","Cleared0560",2016-06-13 14:34:00,419.7,5,"7A1","no","moose",548341.633043875,4942627.69501417,TRUE
"268","Cleared0561",2016-06-15 14:31:00,588.3,5,"1A1","no","moose",502844.695812127,4818764.16329078,TRUE
"269","Cleared0562",2016-06-15 14:53:00,572.4,5,"1A1","no","moose",502812.49235067,4818470.95540138,TRUE
"270","Cleared0563",2016-06-15 14:58:00,575.4,5,"1A1","no","moose",502828.669647415,4818438.75524071,TRUE
"271","Cleared0564",2016-06-15 15:03:00,576.3,5,"1A1","no","moose",502836.751092259,4818439.86922925,TRUE
"272","Cleared0565",2016-06-18 07:16:00,555.8,5,"12A1","no","moose",590663.150353695,4954389.49782952,TRUE
"273","Cleared0566",2016-06-18 07:45:00,518.1,5,"12A1","no","moose",591062.798492459,4954688.44911395,TRUE
"274","Cleared0567",2016-06-18 08:16:00,528.9,4,"12A1","no","moose",590938.600965581,4955072.22821825,TRUE
"275","Cleared0568",2016-06-18 09:05:00,463.3,4,"12A3","no","moose",587288.847393809,4958538.16440366,TRUE
"276","Cleared0570",2016-06-18 10:15:00,503.7,5,"12A3","no","moose",588171.712978291,4958214.66541626,TRUE
"277","Cleared0571",2016-06-18 10:15:00,503.3,5,"12A3","no","moose",588163.800224164,4958214.55702562,TRUE
"278","Cleared0572",2016-06-18 10:20:00,500.8,6,"12A3","no","moose",588163.769792721,4958216.77868702,TRUE
"279","Cleared0573",2016-06-18 10:22:00,501.1,6,"12A3","no","moose",588171.682544116,4958216.88707766,TRUE
"280","Cleared0574",2016-06-18 10:28:00,499.2,5,"12A3","no","moose",588148.628871871,4958166.57455515,TRUE
"281","Cleared0575",2016-06-18 10:35:00,497,5,"12A3","no","moose",588157.895741117,4958067.81900859,TRUE
"282","Cleared0576",2016-06-18 10:47:00,497.8,5,"12A3","no","moose",588080.696817993,4957925.66028327,TRUE
"283","Cleared0577",2016-06-18 10:50:00,499.7,4,"12A3","no","moose",588040.903380875,4957941.781465,TRUE
"284","Cleared0578",2016-06-18 11:10:00,485.4,4,"12A3","no","moose",587635.324473032,4958084.01482457,TRUE
"285","Cleared0579",2016-06-19 06:54:00,459.1,4,"3A3","no","moose",507700.7575845,4902608.35320163,TRUE
"286","Cleared0580",2016-06-19 07:14:00,490.1,5,"3A3","no","moose",507924.4425043,4902407.5772737,TRUE
"287","Cleared0581",2016-06-19 07:27:00,499.1,4,"3A3","no","moose",508036.259442731,4902332.18365123,TRUE
"288","Cleared0582",2016-06-19 07:30:00,497.9,4,"3A3","no","moose",508044.242567911,4902329.97198442,TRUE
"289","Cleared0583",2016-06-19 07:54:00,480.6,4,"3A3","no","moose",508355.822457715,4902060.4539161,TRUE
"290","Cleared0584",2016-07-01 09:47:00,550.1,4,"9A1","no","moose",570337.137272591,4847961.79827827,TRUE
"291","Cleared0585",2016-07-04 08:37:00,571.2,5,"12B1","no","moose",585176.821233115,4945271.02660437,TRUE
"292","Cleared0586",2016-07-04 08:51:00,591.8,6,"12B1","no","moose",585207.041744328,4945384.74717112,TRUE
"293","Cleared0587",2016-07-04 09:00:00,604.8,5,"12B1","no","moose",585222.708232344,4945399.39678117,TRUE
"294","Cleared0588",2016-07-04 09:04:00,622.4,6,"12B1","no","moose",585222.517796557,4945413.8372969,TRUE
"295","Cleared0589",2016-07-04 09:08:00,614.9,5,"12B1","no","moose",585253.659978892,4945457.57715217,TRUE
"296","Cleared0590",2016-07-04 09:11:00,610.6,5,"12B1","no","moose",585245.702299564,4945459.69417902,TRUE
"297","Cleared0591",2016-07-04 09:14:00,623.1,6,"12B1","no","moose",585229.743006022,4945467.26068895,TRUE
"298","Cleared0592",2016-07-04 09:22:00,632.5,5,"12B1","no","moose",585229.347443938,4945497.2525328,TRUE
"299","Cleared0593",2016-07-04 09:23:00,629.3,5,"12B1","no","moose",585229.391395375,4945493.92010564,TRUE
"300","Cleared0594",2016-07-04 09:27:00,634.3,5,"12B1","no","moose",585229.42069632,4945491.69848754,TRUE
"301","Cleared0595",2016-07-04 09:30:00,639.7,5,"12B1","no","moose",585237.349027147,4945491.80305922,TRUE
"302","Cleared0596",2016-07-04 09:31:00,638.7,5,"12B1","no","moose",585229.42069632,4945491.69848754,TRUE
"303","Cleared0597",2016-07-04 09:37:00,628.8,6,"12B1","no","moose",585229.303492478,4945500.58495998,TRUE
"304","Cleared0598",2016-07-04 09:55:00,633.8,5,"12B1","no","moose",585189.793685889,4945490.064966,TRUE
"305","Cleared0599",2016-07-04 10:03:00,612.8,5,"12B1","no","moose",585205.54782553,4945498.04968517,TRUE
"306","Cleared0600",2016-07-04 10:11:00,627.1,5,"12B1","no","moose",585229.493948636,4945486.14444232,TRUE
"307","Cleared0601",2016-07-04 10:17:00,634.1,5,"12B1","no","moose",585245.145479107,4945501.90492215,TRUE
"308","Cleared0602",2016-07-04 10:22:00,643.3,5,"12B1","no","moose",585245.160132325,4945500.79411308,TRUE
"309","Cleared0603",2016-07-04 10:32:00,620.7,5,"12B1","no","moose",585275.832639929,4945580.07998446,TRUE
"310","Cleared0604",2016-07-04 10:37:00,625.1,5,"12B1","no","moose",585275.803322214,4945582.30160287,TRUE
"311","Cleared0605",2016-07-04 10:43:00,611.2,6,"12B1","no","moose",585267.728526682,4945593.30507461,TRUE
"312","Cleared0606",2016-07-04 10:46:00,613.1,6,"12B1","no","moose",585283.086490274,4945631.28183975,TRUE
"313","Cleared0607",2016-07-04 10:58:00,632.3,5,"12B1","no","moose",585250.655755945,4945685.29303484,TRUE
"314","Cleared0608",2016-07-04 11:01:00,627.8,4,"12B1","no","moose",585211.41078817,4945654.77832356,TRUE
"315","Cleared0609",2016-07-04 11:08:00,629.2,5,"12B1","no","moose",585211.41078817,4945654.77832356,TRUE
"316","Cleared0610",2016-07-04 11:10:00,628.9,6,"12B1","no","moose",585187.523888565,4945662.24039034,TRUE
"317","Cleared0611",2016-07-04 11:15:00,627.6,4,"12B1","no","moose",585179.727551819,4945652.13859302,TRUE
"318","Cleared0612",2016-07-04 11:21:00,631.3,7,"12B1","no","moose",585061.039510269,4945632.79911114,TRUE
"319","Cleared0613",2016-07-04 11:25:00,631.3,5,"12B1","no","moose",585029.385357575,4945627.93850161,TRUE
"320","Cleared0614",2016-07-04 11:29:00,633.6,5,"12B1","no","moose",585013.938227601,4945596.62721496,TRUE
"321","Cleared0615",2016-07-04 11:32:00,626.4,5,"12B1","no","moose",585014.055138855,4945587.74074128,TRUE
"322","Cleared0616",2016-07-04 11:39:00,627.2,6,"12B1","no","moose",584863.433748714,4945584.64990906,TRUE
"323","Cleared0617",2016-07-04 11:55:00,603.8,4,"12B1","no","moose",584530.884823166,4945546.96120522,TRUE
"324","Cleared0618",2016-07-04 12:05:00,619.5,5,"12B1","no","moose",584530.913884485,4945544.739587,TRUE
"325","Cleared0619",2016-07-09 08:48:00,NA,NA,"9A2","no","moose",568413.95523227,4845588.08240427,TRUE
"326","Cleared0620",2016-07-09 12:58:00,539.5,5,"9A3","no","moose",566331.296469014,4847771.87433144,TRUE
"327","Cleared0621",2016-07-09 13:40:00,537.6,5,"9A3","no","moose",566565.769244398,4847663.13748549,TRUE
"328","Cleared0622",2016-07-12 07:12:00,482.5,4,"12A3","no","moose",587959.119026745,4958713.94608686,TRUE
"329","Cleared0623",2016-07-12 11:21:00,508.9,5,"12A1","no","moose",591078.758379711,4954679.78630982,TRUE
"330","Cleared0624",2016-07-12 11:27:00,510.9,5,"12A1","no","moose",591086.235855713,4954711.00131669,TRUE
"331","Cleared0625",2016-07-12 11:30:00,515,4,"12A1","no","moose",591102.242837701,4954699.00609614,TRUE
"332","Cleared0626",2016-07-13 06:25:00,559.5,4,"5D3","no","moose",526681.87234993,4835878.92766256,TRUE
"333","Cleared0627",2016-07-13 08:07:00,579.8,5,"5D3","no","moose",526224.429226607,4835358.45313138,TRUE
"334","Cleared0628",2016-07-13 09:57:00,547.4,5,"5D1","no","moose",523582.133173314,4834805.51899524,TRUE
"335","Cleared0629",2016-07-13 10:04:00,545.8,5,"5D1","no","moose",523606.316067992,4834806.71490728,TRUE
"336","Cleared0630",2016-07-13 11:23:00,551.3,4,"5D1","no","moose",524291.560624439,4834822.49539947,TRUE
"337","Cleared0631",2016-07-15 08:02:00,675.3,5,"11C1","no","moose",586810.187847953,4899943.0497154,TRUE
"338","Cleared0632",2016-07-15 08:11:00,669.7,5,"11C1","no","moose",586858.548335894,4899909.25159693,TRUE
"339","Cleared0633",2016-07-15 08:27:00,685.6,6,"11C1","no","moose",586874.840344159,4899885.02709788,TRUE
"340","Cleared0634",2016-07-15 08:33:00,695.9,5,"11C1","no","moose",586890.808569931,4899885.23873756,TRUE
"341","Cleared0635",2016-07-15 08:42:00,689,6,"11C1","no","moose",586867.091730324,4899867.14958422,TRUE
"342","Cleared0636",2016-07-15 08:54:00,680.7,5,"11C1","no","moose",586883.045278006,4899868.47193618,TRUE
"343","Cleared0637",2016-07-15 09:01:00,697.6,5,"11C1","no","moose",586874.78146388,4899889.47002506,TRUE
"344","Cleared0638",2016-07-15 09:08:00,688,5,"11C1","no","moose",586898.498199815,4899907.55920826,TRUE
"345","Cleared0639",2016-07-16 06:40:00,517.3,4,"10B5","no","moose",581739.033942716,4864468.81332996,TRUE
"346","Cleared0640",2016-07-16 06:49:00,508.1,4,"10B5","no","moose",581698.802906439,4864476.09322652,TRUE
"347","Cleared0641",2016-07-16 10:18:00,481,6,"10B4","no","moose",579208.394436376,4863943.77152762,TRUE
"348","Cleared0642",2016-07-16 11:34:00,478.5,6,"10B4","no","moose",579032.514620271,4863880.57700236,TRUE
"349","Cleared0643",2016-07-16 11:38:00,470.7,5,"10B4","no","moose",579032.514620271,4863880.57700236,TRUE
"350","Cleared0644",2016-07-16 12:08:00,476.1,5,"10B4","no","moose",579035.255281907,4863650.66844732,TRUE
"351","Cleared0645",2016-07-25 07:49:00,465.1,5,"7A2","no","moose",549516.375388615,4939408.40778103,TRUE
"352","Cleared0646",2016-07-25 07:57:00,469,5,"7A2","no","moose",549460.828138789,4939407.98318253,TRUE
"353","Cleared0647",2016-07-25 08:14:00,462.7,4,"7A2","no","moose",549310.386979569,4939363.51200786,TRUE
"354","Cleared0648",2016-07-25 08:48:00,465.2,5,"7A2","no","moose",549153.339346156,4940188.79914979,TRUE
"355","Cleared0649",2016-07-25 09:14:00,468.3,4,"7A2","no","moose",549686.041483794,4940049.56494475,TRUE
"356","Cleared0650",2016-07-25 09:18:00,468.5,4,"7A2","no","moose",549717.873483065,4940037.58985992,TRUE
"357","Cleared0651",2016-07-25 09:24:00,469.1,4,"7A2","no","moose",549797.458277582,4940007.09743042,TRUE
"358","Cleared0652",2016-07-28 08:09:00,582.6,5,"1A1","no","moose",503014.376412842,4818834.20407125,TRUE
"359","Cleared0653",2016-07-28 08:11:00,588.8,4,"1A1","no","moose",503014.375914956,4818835.31465607,TRUE
"360","Cleared0654",2016-07-31 06:40:00,485.9,4,"12A3","no","moose",587785.597518422,4958671.57936861,TRUE
"361","Cleared0655",2016-07-31 07:30:00,508.2,5,"12A3","no","moose",588170.404298975,4958310.19686353,TRUE
"362","Cleared0656",2016-07-31 08:35:00,482.9,5,"12A3","no","moose",587834.011117684,4958023.39387642,TRUE
"363","Cleared0657",2016-07-31 10:32:00,512.2,5,"12A1","no","moose",591047.168260085,4954673.78463615,TRUE
"364","Cleared0658",2016-08-01 08:46:00,672.9,5,"12A2","no","moose",586557.393776952,4951127.7450887,TRUE
"365","Cleared0659",2016-08-04 08:39:00,509.2,5,"10B5","no","moose",581352.546595597,4865214.98574981,TRUE
"366","Cleared0660",2016-08-15 09:25:00,573.8,4,"12B1","no","moose",585130.990846093,4945138.21356965,TRUE
"367","Cleared0661",2016-08-15 09:28:00,577.1,4,"12B1","no","moose",585138.846442529,4945143.87205694,TRUE
"368","Cleared0662",2016-08-15 09:49:00,632.6,5,"12B1","no","moose",585274.777195578,4945660.0582517,TRUE
"369","Cleared0663",2016-08-15 09:54:00,634.7,5,"12B1","no","moose",585234.990048186,4945670.64334038,TRUE
"370","Cleared0664",2016-08-15 10:06:00,632.7,5,"12B1","no","moose",585179.84469309,4945643.25211854,TRUE
"371","Cleared0665",2016-08-15 10:07:00,632.8,7,"12B1","no","moose",585156.045622398,4945644.04944609,TRUE
"372","Cleared0666",2016-08-15 10:11:00,635.5,6,"12B1","no","moose",585068.90917098,4945637.3467157,TRUE
"373","Cleared0667",2016-08-23 09:15:00,667.5,5,"12A2","no","moose",586472.372371731,4950968.8402437,TRUE
"374","Cleared0668",2016-08-23 09:16:00,667.6,6,"12A2","no","moose",586472.402151305,4950966.61860694,TRUE
"375","Cleared0669",2016-07-28 07:55:00,583.9,5,"1A1","no","moose",503046.681533217,4818879.75262006,TRUE
"376","Cleared0670",2016-07-20 09:18:00,538.1,5,"9A1","no","moose",570345.231010324,4847957.44066561,TRUE
"377","Cleared0671",2016-07-04 07:13:00,590.8,5,"12B1","no","moose",584479.075343993,4945264.09001576,TRUE
"378","Cleared0672",2016-07-04 07:31:00,570.5,5,"12B1","no","moose",584743.369936842,4945065.34837087,TRUE
"379","Cleared0673",2016-07-04 07:37:00,566.9,4,"12B1","no","moose",584783.655322335,4945016.99274585,TRUE
"380","Cleared0674",2016-07-04 07:38:00,565.8,5,"12B1","no","moose",584783.669894006,4945015.88193763,TRUE
"381","Cleared0675",2016-07-04 07:41:00,564.6,5,"12B1","no","moose",584783.771895635,4945008.10628012,TRUE
"382","Cleared0676",2016-07-04 07:53:00,564.5,5,"12B1","no","moose",584904.690148705,4944858.59765514,TRUE
"383","Cleared0677",2016-07-04 08:10:00,548.5,5,"12B1","no","moose",585016.311232081,4944813.40288634,TRUE
"384","Cleared0678",2016-08-22 14:11:00,517.2,4,"12A1","no","moose",591008.006077928,4954643.23314943,TRUE
"385","Cleared1000",2016-06-08 14:18:00,594.9,3.5,"2B2","no","moose",504107.977191636,4853963.57023859,TRUE
"386","Cleared1001",2016-06-08 14:23:00,590.7,2.75,"2B2","no","moose",504132.088263837,4853973.58099912,TRUE
"387","Cleared1002",2016-06-08 14:39:00,605.8,4,"2B2","no","moose",504212.485418864,4853963.63561789,TRUE
"388","Cleared1003",2016-06-08 14:47:00,596.3,2.5,"2B2","no","moose",504244.612731199,4854009.19257409,TRUE
"389","Cleared1005",2016-06-12 14:08:00,456.1,2.25,"7A2","no","moose",549319.100806411,4939261.37910874,TRUE
"390","Cleared1006",2016-06-12 14:11:00,458.7,2.75,"7A2","no","moose",549311.292206641,4939244.65670946,TRUE
"391","Cleared1007",2016-06-12 14:14:00,457.5,2.25,"7A2","no","moose",549303.475107085,4939229.0451174,TRUE
"392","Cleared1008",2016-06-12 14:25:00,445,2.5,"7A2","no","moose",549318.99080848,4939275.8194713,TRUE
"393","Cleared1009",2016-06-12 14:29:00,451.9,2.5,"7A2","no","moose",549310.556182206,4939341.29606255,TRUE
"394","Cleared1010",2016-06-12 14:32:00,454.7,2.5,"7A2","no","moose",549302.400852379,4939370.1163584,TRUE
"395","Cleared1011",2016-06-12 14:59:00,466.8,2.75,"7A2","no","moose",549170.305011913,4940044.51585955,TRUE
"397","Cleared1013",2016-06-12 15:36:00,463.4,2.5,"7A2","no","moose",550004.109439366,4939963.14505857,TRUE
"398","Cleared1014",2016-06-13 10:35:00,586.2,2.5,"9A2","no","moose",568210.343719774,4845030.62022037,TRUE
"399","Cleared1015",2016-06-13 11:11:00,550.1,2.5,"9A2","no","moose",568494.46338377,4845587.79817074,TRUE
"400","Cleared1016",2016-06-13 11:17:00,554.1,2.25,"9A2","no","moose",568502.570110233,4845582.32768107,TRUE
"401","Cleared1017",2016-06-13 11:23:00,554.1,2.5,"9A2","no","moose",568527.038753554,4845551.47799422,TRUE
"402","Cleared1018",2016-06-13 11:50:00,582.2,3,"9A2","no","moose",568891.823439761,4845308.64928524,TRUE
"403","Cleared1019",2016-06-13 11:50:00,582.2,3,"9A2","no","moose",568891.823439761,4845308.64928524,TRUE
"404","Cleared1020",2016-06-13 12:05:00,553.8,2.5,"9A2","no","moose",569022.060644889,4845171.1516454,TRUE
"405","Cleared1021",2016-06-13 12:10:00,549.7,3,"9A2 ","no","moose",569078.734073179,4845140.63731583,TRUE
"406","Cleared1022",2016-06-13 14:47:00,547,3,"9A3","no","moose",565698.145032673,4847505.68656362,TRUE
"407","Cleared1023",2016-06-13 14:47:00,547,3,"9A3","no","moose",565698.145032673,4847505.68656362,TRUE
"408","Cleared1024",2016-06-13 14:47:00,547,3,"9A3","no","moose",565698.145032673,4847505.68656362,TRUE
"409","Cleared1025",2016-06-13 14:53:00,547.5,2.75,"9A3","no","moose",565698.112183535,4847509.01848243,TRUE
"410","Cleared1026",2016-06-13 14:59:00,560,3,"9A3","no","moose",565681.831446343,4847527.74069956,TRUE
"411","Cleared1027",2016-06-13 16:13:00,501.3,3,"9A3","no","moose",565942.852621274,4847989.05785273,TRUE
"412","Cleared1028",2016-06-13 16:34:00,485.4,3,"9A3","no","moose",566153.203694712,4847876.73581053,TRUE
"413","Cleared1029",2016-06-13 16:57:00,504.7,3,"9A3","no","moose",566234.169309858,4847827.55640774,TRUE
"414","Cleared1030",2016-06-13 17:06:00,513,2.25,"9A3","no","moose",566226.078213573,4847831.91898404,TRUE
"415","Cleared1031",2016-06-13 17:06:00,513,2.25,"9A3","no","moose",566226.078213573,4847831.91898404,TRUE
"416","Cleared1032",2016-06-13 17:11:00,515.7,3.75,"9A3","no","moose",566234.047867943,4847839.77345037,TRUE
"417","Cleared1033",2016-06-13 17:21:00,519.1,3.25,"9A3","no","moose",566298.456430824,4847837.08175661,TRUE
"418","Cleared1034",2016-06-13 17:36:00,525.5,3,"9A3","no","moose",566274.503436661,4847817.96071462,TRUE
"419","Cleared1035",2016-06-13 17:36:00,525.5,3,"9A3","no","moose",566274.503436661,4847817.96071462,TRUE
"420","Cleared1036",2016-06-13 17:36:00,525.5,3,"9A3","no","moose",566274.503436661,4847817.96071462,TRUE
"421","Cleared1037",2016-06-13 17:40:00,514.5,3,"9A3","no","moose",566266.555893073,4847807.88491954,TRUE
"422","Cleared1038",2016-06-13 17:40:00,514.5,3,"9A3","no","moose",566266.555893073,4847807.88491954,TRUE
"423","Cleared1039",2016-06-13 17:44:00,529.6,3,"9A3","no","moose",566258.398486298,4847818.91129813,TRUE
"424","Cleared1040",2016-06-13 17:47:00,543.7,2.5,"9A3","no","moose",566298.776906392,4847804.87319006,TRUE
"425","Cleared1041",2016-06-13 17:50:00,522.4,2.5,"9A3","no","moose",566331.252244369,4847776.31689203,TRUE
"426","Cleared1042",2016-06-13 17:53:00,504.5,2.5,"9A3","no","moose",566379.866194909,4847743.47849938,TRUE
"427","Cleared1043",2016-06-13 17:53:00,504.5,2.5,"9A3","no","moose",566379.866194909,4847743.47849938,TRUE
"428","Cleared1044",2016-06-13 17:56:00,519.4,2.5,"9A3","no","moose",566404.018396455,4847742.60839604,TRUE
"429","Cleared1045",2016-06-13 17:58:00,528.4,2.5,"9A3","no","moose",566428.148461728,4847743.95966038,TRUE
"430","Cleared1046",2016-06-13 18:09:00,534.1,2.75,"9A3","no","moose",566493.001382254,4847696.84422923,TRUE
"431","Cleared1047",2016-06-13 18:17:00,525.1,2.5,"9A3","no","moose",566549.730417421,4847657.42352941,TRUE
"432","Cleared1048",2016-06-13 18:17:00,525.1,2.5,"9A3","no","moose",566549.730417421,4847657.42352941,TRUE
"433","Cleared1049",2016-06-19 08:09:00,589.6,3.5,"5C2","no","moose",521379.588506569,4837802.3648805,TRUE
"434","Cleared1050",2016-06-19 08:24:00,582.3,2.5,"5C2","no","moose",521202.122078178,4837857.33107653,TRUE
