"","Sample_ID","Date_Time","Altitude","GPS_acc","Site","Collected","Species","Easting","Northing","optional"
"650","M0004",2016-07-08 07:39:00,469.6,0.8,"7A2","yes","moose",549800.440544609,4939619.42890065,TRUE
"651","M0005",2016-07-08 07:52:00,471.8,0.9,"7A2","yes","moose",549792.590914518,4939608.25988698,TRUE
"653","M0007",2016-07-08 08:21:00,469.4,0.9,"7A2","yes","moose",549516.392379826,4939406.1861863,TRUE
"654","M0008",2016-07-08 08:43:00,457.3,1.3,"7A2","yes","moose",549358.448044976,4939305.00255783,TRUE
"655","M0009",2016-07-08 08:52:00,448.2,1,"7A2","yes","moose",549319.024654025,4939271.37628278,TRUE
"656","M0010",2016-07-08 09:10:00,461.8,0.9,"7A2","yes","moose",549293.94957988,4939437.81457354,TRUE
"658","M0012",2016-07-08 10:12:00,465,1.2,"7A2","yes","moose",549479.30198286,4940105.746222,TRUE
"660","M0014",2016-07-13 07:28:00,599.8,1.2,"5C2","yes","moose",521371.504999635,4837810.11343901,TRUE
"661","M0015",2016-07-13 08:11:00,574.8,1.9,"5C2","yes","moose",521072.880123712,4837953.5471466,TRUE
"662","M0016",2016-07-13 08:31:00,586.8,1.6,"5C2","yes","moose",521032.692645828,4837920.10166491,TRUE
"663","M0017",2016-07-13 08:46:00,637.9,1.6,"5C2","yes","moose",520976.317962751,4837908.81820204,TRUE
"664","M0018",2016-07-13 08:54:00,586,1.1,"5C2","yes","moose",520960.200924874,4837908.76763953,TRUE
"665","M0019",2016-07-13 13:57:00,696.6,1.3,"5D2","yes","moose",526130.454518931,4832584.84451283,TRUE
"666","M0020",2016-07-14 07:55:00,658,1.2,"12A2","yes","moose",586534.821550725,4951038.56077234,TRUE
"667","M0021",2016-07-14 09:46:00,589.1,1.2,"12A2","yes","moose",585643.184118444,4951359.96606523,TRUE
"668","M0022",2016-07-14 09:54:00,576.7,1.2,"12A2","yes","moose",585643.036629854,4951371.07425551,TRUE
"669","M0023",2016-07-14 09:58:00,568.8,1.1,"12A2","yes","moose",585643.036629854,4951371.07425551,TRUE
"670","M0024",2016-07-14 10:16:00,568.6,1,"12A2","yes","moose",585650.957750435,4951371.17943286,TRUE
"671","M0025",2016-07-14 10:31:00,565.7,1.1,"12A2","yes","moose",585650.662745178,4951393.39581401,TRUE
"672","M0026",2016-07-14 10:43:00,576,1.1,"12A2","yes","moose",585626.162152245,4951448.62126723,TRUE
"673","M0027",2016-07-14 10:54:00,578.5,1.1,"12A2","yes","moose",585626.162152245,4951448.62126723,TRUE
"674","M0028",2016-07-25 08:47:00,618.9,1.4,"12B1","yes","moose",585061.214976237,4945619.46939991,TRUE
"675","M0029",2016-07-25 09:27:00,621.9,0.9,"12B1","yes","moose",585266.467970003,4945688.83467463,TRUE
"676","M0030",2016-07-25 09:40:00,622,0.9,"12B1","yes","moose",585267.34743019,4945622.18611501,TRUE
"677","M0031",2016-07-25 10:02:00,627.7,1.1,"12B1","yes","moose",585283.643581256,4945589.07108822,TRUE
"678","M0032",2016-07-25 11:46:00,568.8,1.4,"12B1","yes","moose",585154.13314778,4945187.40250739,TRUE
"679","M0033",2016-07-25 12:14:00,561,1.2,"12B1","yes","moose",585101.264970234,4944986.72595611,TRUE
"680","M0034",2016-07-25 12:32:00,534.7,1.1,"12B1","yes","moose",585024.897932521,4944763.52083223,TRUE
"681","M0035",2016-07-25 12:52:00,543.1,1.3,"12B1","yes","moose",585032.242618238,4944808.05745457,TRUE
"682","M0036",2016-07-29 11:21:00,540.1,1.4,"9A3","yes","moose",566355.249474208,4847790.99557616,TRUE
"683","M0037",2016-07-29 11:27:00,540.3,1,"9A3","yes","moose",566355.249474208,4847790.99557616,TRUE
"684","M0038",2016-07-29 11:33:00,538.5,1.2,"9A3","yes","moose",566355.249474208,4847790.99557616,TRUE
"685","M0039",2016-07-29 12:08:00,542.7,1.2,"9A3","yes","moose",566470.344619362,4847547.77762434,TRUE
"686","M0040",2016-07-29 12:18:00,527.9,1.2,"9A3","yes","moose",566438.709148129,4847491.92463163,TRUE
"687","M0041",2016-07-29 12:25:00,524.3,1.1,"9A3","yes","moose",566438.709148129,4847491.92463163,TRUE
"688","M0042",2016-07-29 12:40:00,535.1,0.9,"9A3","yes","moose",566398.915056516,4847447.09800727,TRUE
"689","M0043",2016-07-29 12:38:00,534.4,0.9,"9A3","yes","moose",566398.915056516,4847447.09800727,TRUE
"690","M0044",2016-07-29 12:59:00,520.5,1,"9A3","yes","moose",566343.136080969,4847391.00498428,TRUE
"691","M0045",2016-07-29 13:17:00,503.8,1.2,"9A3","yes","moose",566199.053910019,4847311.81972433,TRUE
"692","M0046",2016-07-29 13:25:00,502.8,1.2,"9A3","yes","moose",566199.053910019,4847311.81972433,TRUE
"693","M0047",2016-07-29 13:34:00,501.7,1.2,"9A3","yes","moose",566182.848484886,4847322.76625657,TRUE
"694","M0048",2016-08-02 10:34:00,537.9,1.1,"5D1","yes","moose",524324.338597346,4834677.1222119,TRUE
"695","M0049",2016-08-02 10:49:00,544.7,1.2,"5D1","yes","moose",524324.257841429,4834699.3344782,TRUE
"696","M0050",2016-08-02 10:57:00,541.6,1.1,"5D1","yes","moose",524340.382646692,4834699.39312181,TRUE
"697","M0051",2016-08-02 12:19:00,539.4,1.3,"5D1","yes","moose",523710.846106761,4834885.93910752,TRUE
"698","M0052",2016-08-02 12:38:00,549.3,1,"5D1","yes","moose",523630.381271086,4834841.22931226,TRUE
"699","M0053",2016-08-02 12:52:00,553.4,1.1,"5D1","yes","moose",523606.233773885,4834830.03779087,TRUE
"700","M0054",2016-08-02 15:23:00,552.2,0.9,"5D3","yes","moose",526463.320223418,4836106.84973869,TRUE
"701","M0055",2016-08-02 16:23:00,537.4,1.2,"5D3","yes","moose",526827.166238476,4835830.64102374,TRUE
"702","M0056",2016-08-02 16:32:00,544.6,1.3,"5D3","yes","moose",526819.149721848,4835819.50253984,TRUE
"703","M0057",2016-08-02 16:41:00,530.9,1.1,"5D3","yes","moose",526819.149721848,4835819.50253984,TRUE
"704","M0058",2016-08-02 17:05:00,543.1,0.9,"5D3","yes","moose",526819.149721848,4835819.50253984,TRUE
"705","M0059",2016-08-02 17:14:00,558.2,0.9,"5D3","yes","moose",526827.255335718,4835808.42871494,TRUE
"706","M0060",2016-08-02 17:21:00,548.6,2.2,"5D3","yes","moose",526835.227290383,4835830.67336287,TRUE
"707","M0061",2016-08-02 17:32:00,550.9,1.4,"5D3","yes","moose",526835.227290383,4835830.67336287,TRUE
"708","M0062",2016-08-02 19:21:00,555.9,1.7,"5D3","yes","moose",526062.40495004,4835561.06546961,TRUE
"709","M0063",2016-08-02 19:27:00,555.3,1.5,"5D3","yes","moose",526070.379745746,4835583.30918483,TRUE
"711","M0065",2016-08-04 07:41:00,442.2,1.4,"12B4","yes","moose",587260.835088247,4943037.9260668,TRUE
"712","M0066",2016-08-04 08:25:00,493.3,1.3,"12B4","yes","moose",587775.771412456,4943089.334961,TRUE
"714","M0068",2016-08-04 09:16:00,463.6,1.1,"12B4","yes","moose",587649.217995057,4942476.56381222,TRUE
"715","M0069",2016-08-12 09:43:00,526.5,1.8,"10B2","yes","moose",584773.254775894,4865762.18930571,TRUE
"716","M0070",2016-08-12 13:28:00,530.1,1.6,"10B3","yes","moose",578088.257144285,4865657.81627144,TRUE
"717","M0071",2016-08-12 13:35:00,520.9,1.4,"10B3","yes","moose",578088.388037408,4865646.70954707,TRUE
"718","M0072",2016-08-12 13:40:00,524.5,1.9,"10B3","yes","moose",578088.257144285,4865657.81627144,TRUE
"719","M0073",2016-08-12 14:42:00,484.2,1.2,"10B3","yes","moose",579007.009560943,4865346.56675635,TRUE
"720","M0074",2016-08-17 09:12:00,466.3,0.9,"7A2","yes","moose",549413.657059547,4939349.85815998,TRUE
"721","M0075",2016-08-17 09:30:00,458.4,0.8,"7A2","yes","moose",549293.94957988,4939437.81457354,TRUE
"722","M0076",2016-08-17 09:46:00,459.4,0.9,"7A2","yes","moose",549228.271138754,4939726.13892778,TRUE
"723","M0077",2016-08-17 10:40:00,464.7,1.2,"7A2","yes","moose",550019.961564706,4939965.48926313,TRUE
"725","M0079",2016-08-20 10:50:00,509.7,1.6,"9A3","yes","moose",565894.374454212,4848008.57171768,TRUE
"726","M0080",2016-08-20 11:32:00,484,1.1,"9A3","yes","moose",566039.765790906,4847954.47373526,TRUE
"727","M0081",2016-08-20 11:58:00,501.7,1.2,"9A3","yes","moose",566266.511711087,4847812.32748035,TRUE
"728","M0082",2016-08-20 12:22:00,511.8,0.9,"9A3","yes","moose",566307.078075544,4847779.40853805,TRUE
"729","M0083",2016-08-23 13:47:00,592.8,1.6,"5C2","yes","moose",521105.254266205,4837909.22410127,TRUE
"730","M0084",2016-08-26 09:35:00,532.7,1.3,"10B4","yes","moose",579615.311042557,4863487.65146947,TRUE
"731","M0085",2016-08-26 09:57:00,537.8,1.2,"10B4","yes","moose",579347.057551548,4863762.14295135,TRUE
"732","M0086",2016-08-26 10:40:00,463.4,1.4,"10B4","yes","moose",579023.295405408,4863980.44157632,TRUE
"733","M0087",2016-08-26 13:16:00,504.8,0.9,"10B5","yes","moose",581784.866454299,4864658.221499,TRUE
"734","M0088",2016-08-26 13:44:00,518.2,1,"10B5","yes","moose",581714.81589569,4864479.62313022,TRUE
"735","M0089",2016-08-26 13:51:00,504,1.3,"10B5","yes","moose",581626.245034776,4864500.7486309,TRUE
"736","M0090",2016-08-26 14:05:00,501.2,1.3,"10B5","yes","moose",581578.493101149,4864466.83558834,TRUE
"737","M0091",2016-08-26 14:10:00,502,1,"10B5","yes","moose",581578.356409305,4864477.94229755,TRUE
"738","M0092",2016-08-26 15:07:00,513.9,1.1,"10B5","yes","moose",581132.519261755,4864827.93833138,TRUE
"739","M0093",2016-08-26 15:15:00,518.3,0.9,"10B5","yes","moose",581068.034776875,4864849.36602754,TRUE
"740","M0094",2016-08-26 15:34:00,509.6,1,"10B5","yes","moose",581305.01661689,4865163.30383868,TRUE
"741","M0095",2016-08-27 10:27:00,469.8,1.4,"10C1","yes","moose",577803.248140069,4859844.87342858,TRUE
"742","M0500",2016-07-01 08:57:00,539.4,5,"9A1","yes","moose",570022.131838464,4848070.6675014,TRUE
"743","M0501",2016-07-05 10:41:00,608.2,5,"2B2","yes","moose",504196.410033458,4853959.18286656,TRUE
"744","M0502",2016-07-09 08:19:00,554.8,4,"9A2","yes","moose",568414.035000136,4845580.30794756,TRUE
"745","M0503",2016-07-09 08:29:00,556.5,4,"9A2","yes","moose",568413.95523227,4845588.08240427,TRUE
"746","M0504",2016-07-09 08:49:00,554.1,5,"9A2","yes","moose",568567.150303357,4845565.21939425,TRUE
"747","M0505",2016-07-09 11:16:00,547,5,"9A3","yes","moose",565697.269049461,4847594.53773785,TRUE
"748","M0506",2016-07-09 12:12:00,513.7,5,"9A3","yes","moose",565926.759137043,4847988.89859264,TRUE
"749","M0507",2016-07-09 12:45:00,538.5,5,"9A3","yes","moose",566299.00897384,4847781.54974631,TRUE
"750","M0508",2016-07-09 12:51:00,539.3,5,"9A3","yes","moose",566331.407030484,4847760.76793007,TRUE
"751","M0509",2016-07-09 13:00:00,539.5,5,"9A3","yes","moose",566331.30752517,4847770.76369129,TRUE
"752","M0510",2016-07-09 13:09:00,533,5,"9A3","yes","moose",566355.736121749,4847742.12741,TRUE
"753","M0511",2016-07-09 13:31:00,542.2,5,"9A3","yes","moose",566557.788661536,4847656.39326265,TRUE
"754","M0512",2016-07-09 14:12:00,505.7,6,"9A3","yes","moose",566374.684350468,4847455.74261746,TRUE
"755","M0513",2016-07-09 14:26:00,525.3,5,"9A3","yes","moose",566215.038684699,4847323.08601787,TRUE
"756","M0514",2016-07-12 08:41:00,496.6,5,"12A3","yes","moose",588157.3176073,4958110.03056715,TRUE
"757","M0515",2016-07-12 09:05:00,501.1,5,"12A3","yes","moose",587850.049333214,4958008.05822496,TRUE
"758","M0516",2016-07-12 09:09:00,498.4,5,"12A3","yes","moose",587850.079654389,4958005.83656428,TRUE
"759","M0517",2016-07-12 10:21:00,535.6,5,"12A1","yes","moose",590433.618298049,4954945.12754684,TRUE
"760","M0518",2016-07-12 11:09:00,501.2,5,"12A1","yes","moose",591039.360964287,4954665.89699959,TRUE
"761","M0519",2016-07-12 11:14:00,502.7,5,"12A1","yes","moose",591055.242387517,4954662.78826118,TRUE
"762","M0520",2016-07-13 06:30:00,563.1,5,"5D3","yes","moose",526738.365903196,4835862.49378356,TRUE
"763","M0521",2016-07-13 07:00:00,551.1,5,"5D3","yes","moose",526883.70967189,4835801.99160029,TRUE
"764","M0522",2016-07-13 08:28:00,562.9,5,"5D3","yes","moose",526070.526926624,4835545.54827658,TRUE
"765","M0523",2016-07-13 08:41:00,557,5,"5D3","yes","moose",526062.383312488,4835566.61854434,TRUE
"766","M0524",2016-07-13 08:46:00,557.8,5,"5D3","yes","moose",526062.374657462,4835568.83977425,TRUE
"767","M0525",2016-07-13 08:55:00,577.1,4,"5D3","yes","moose",526102.066009233,4835726.70429503,TRUE
"768","M0526",2016-07-13 11:33:00,553.3,4,"5D1","yes","moose",524324.14882047,4834729.32103894,TRUE
"769","M0527",2016-07-13 11:45:00,557.4,5,"5D1","yes","moose",524381.058902357,4834599.58470831,TRUE
"770","M0528",2016-07-16 09:58:00,492.3,5,"10B4","yes","moose",579168.667404521,4863908.86133339,TRUE
"771","M0529",2016-07-16 10:08:00,478.1,5,"10B4","yes","moose",579176.33694338,4863938.94528122,TRUE
"772","M0530",2016-07-16 10:12:00,477.8,4,"10B4","yes","moose",579176.376736864,4863935.61327224,TRUE
"773","M0531",2016-07-16 10:22:00,477.9,5,"10B4","yes","moose",579224.54261993,4863936.18868211,TRUE
"774","M0532",2016-07-16 10:28:00,490.1,5,"10B4","yes","moose",579216.528243945,4863934.9820865,TRUE
"775","M0533",2016-07-16 10:44:00,494.3,5,"10B4","yes","moose",579135.761220115,4863975.11814007,TRUE
"776","M0534",2016-07-16 10:52:00,482.3,5,"10B4","yes","moose",579095.464213157,4863987.96717873,TRUE
"777","M0535",2016-07-16 11:22:00,471,4,"10B4","yes","moose",579007.716731312,4863940.2661118,TRUE
"778","M0536",2016-07-16 11:47:00,469.9,6,"10B4","yes","moose",579008.656499476,4863861.40857196,TRUE
"779","M0537",2016-07-16 11:56:00,488.6,6,"10B4","yes","moose",579033.640025288,4863786.17009795,TRUE
"780","M0538",2016-07-16 12:29:00,494.5,5,"10B4","yes","moose",579020.456803219,4863544.96351184,TRUE
"781","M0539",2016-07-21 08:22:00,485.4,5,"5B1","yes","moose",546085.771629034,4828797.38447734,TRUE
"782","M0540",2016-07-25 07:09:00,465.3,4,"7A2","yes","moose",549855.69515132,4939657.62355184,TRUE
"783","M0541",2016-07-25 07:28:00,474,4,"7A2","yes","moose",549792.565283908,4939611.59228016,TRUE
"784","M0542",2016-07-25 07:41:00,472.4,5,"7A2","yes","moose",549524.234237248,4939418.46565326,TRUE
"785","M0543",2016-07-25 08:22:00,454.9,5,"7A2","yes","moose",549277.816913855,4939472.12847646,TRUE
"786","M0544",2016-07-31 07:45:00,508.3,5,"12A3","yes","moose",588164.652300199,4958152.3505093,TRUE
"787","M0545",2016-07-31 07:54:00,498.4,5,"12A3","yes","moose",588172.702083115,4958142.46142463,TRUE
"788","M0546",2016-07-31 08:12:00,486.9,6,"12A3","yes","moose",588056.851123037,4957933.11130263,TRUE
"789","M0547",2016-08-01 08:09:00,659.6,5,"12A2","yes","moose",586461.830339383,4951164.23812872,TRUE
"790","M0548",2016-08-01 08:15:00,659.9,5,"12A2","yes","moose",586469.73683745,4951165.45512686,TRUE
"791","M0549",2016-08-01 08:23:00,662,5,"12A2","yes","moose",586477.896490046,4951147.7882168,TRUE
"792","M0550",2016-08-01 08:28:00,659.1,5,"12A2","yes","moose",586470.079312701,4951139.9062969,TRUE
"793","M0551",2016-08-01 08:36:00,656.5,5,"12A2","yes","moose",586533.659274871,4951125.20462125,TRUE
"794","M0552",2016-08-01 08:41:00,656.5,5,"12A2","yes","moose",586541.625419653,4951121.9784323,TRUE
"795","M0553",2016-08-01 08:56:00,669,5,"12A2","yes","moose",586605.518917824,4951083.9502669,TRUE
"796","M0554",2016-08-01 09:01:00,656,5,"12A2","yes","moose",586597.612340369,4951082.73310352,TRUE
"797","M0555",2016-08-01 09:13:00,653,5,"12A2","yes","moose",586535.045063462,4951021.89849501,TRUE
"798","M0556",2016-08-01 09:18:00,655.1,5,"12A2","yes","moose",586527.138398569,4951020.68141933,TRUE
"799","M0557",2016-08-01 09:23:00,653.9,5,"12A2","yes","moose",586519.18703665,4951022.79680879,TRUE
"800","M0558",2016-08-01 09:27:00,651.3,5,"12A2","yes","moose",586511.399544205,4951012.69320484,TRUE
"801","M0559",2016-08-01 10:35:00,621.3,4,"12A2","yes","moose",585650.618494299,4951396.72827125,TRUE
"802","M0560",2016-08-03 08:13:00,599.2,5,"6B3","yes","moose",540260.936547849,4875041.00675739,TRUE
"803","M0561",2016-08-04 07:33:00,517.2,5,"10B5","yes","moose",581586.465461046,4864471.37706672,TRUE
"804","M0562",2016-08-04 08:30:00,523.3,5,"10B5","yes","moose",581344.6976946,4865200.44848861,TRUE
"805","M0563",2016-08-04 10:18:00,508.6,5,"10B4","yes","moose",579331.214466135,4863744.180108,TRUE
"806","M0564",2016-08-15 08:47:00,568.4,5,"12B1","yes","moose",584808.170824776,4944961.76441682,TRUE
"807","M0565",2016-08-15 10:01:00,638.1,5,"12B1","yes","moose",585179.859335737,4945642.14130924,TRUE
"808","M0566",2016-08-22 13:03:00,553.9,5,"12A1","yes","moose",590425.467636167,4954961.67881152,TRUE
"809","M0567",2016-08-23 08:20:00,667.5,5,"12A2","yes","moose",586582.156996195,4951053.6391607,TRUE
"810","M0568",2016-08-23 08:36:00,669.7,5,"12A2","yes","moose",586590.093432826,4951052.6346675,TRUE
"811","M0569",2016-08-23 08:38:00,670.3,5,"12A2","yes","moose",586590.16798505,4951047.08057488,TRUE
"812","M0570",2016-08-23 08:41:00,668.5,6,"12A2","yes","moose",586590.302178888,4951037.08320829,TRUE
"813","M0571",2016-08-23 08:46:00,669.5,5,"12A2","yes","moose",586590.346910119,4951033.75075279,TRUE
"814","M0572",2016-08-23 08:54:00,670.1,5,"12A2","yes","moose",586590.376730927,4951031.5291158,TRUE
"815","M0573",2016-08-23 08:59:00,657.8,6,"12A2","yes","moose",586566.790946048,4951017.88034727,TRUE
"816","M0574",2016-08-23 09:07:00,666.6,6,"12A2","yes","moose",586464.286970435,4950980.95306667,TRUE
"817","M0575",2016-08-23 09:11:00,667.1,6,"12A2","yes","moose",586472.283032945,4950975.50515403,TRUE
"818","M0576",2016-08-23 09:28:00,617.5,5,"12A2","yes","moose",586236.163846173,4950857.90972262,TRUE
"819","M0577",2016-08-23 10:04:00,582.4,5,"12A2","yes","moose",585651.665758767,4951317.86012118,TRUE
"820","M0578",2016-08-26 09:11:00,482,5,"12B4","yes","moose",587745.010683389,4943017.81291777,TRUE
"821","M0579",2016-08-26 09:23:00,476.2,5,"12B4","yes","moose",587760.044436408,4943079.12243489,TRUE
"822","M1000",2016-06-30 10:37:00,506.5,2.75,"","yes","moose",512854.844611857,4803306.64488257,TRUE
"823","M1001",2016-07-03 12:40:00,611.3,2.75,"","yes","moose",501857.703971312,4851551.35174259,TRUE
"825","M1003",2016-07-08 10:01:00,482.4,2.75,"7B3","yes","moose",535247.530380014,4932224.61492558,TRUE
"826","M1004",2016-07-08 12:32:00,450.8,3.5,"7A1","yes","moose",548264.905464093,4942280.53226558,TRUE
"827","M1005",2016-07-08 12:40:00,463.2,3.25,"7A1","yes","moose",548264.880598883,4942283.86467257,TRUE
"828","M1006",2016-07-08 12:54:00,439.3,3.5,"7A1","yes","moose",548232.996085584,4942304.73325862,TRUE
"829","M1007",2016-07-08 13:00:00,432.2,3,"7A1","yes","moose",548288.360835774,4942326.25275876,TRUE
"830","M1008",2016-07-08 13:05:00,436.6,3.75,"7A1","yes","moose",548311.948616824,4942354.20050326,TRUE
"831","M1009",2016-07-08 13:20:00,431.1,3,"7A1","yes","moose",548445.148454799,4942574.0371536,TRUE
"832","M1010",2016-07-08 13:28:00,420.3,3.25,"7A1","yes","moose",548492.695393841,4942579.94779036,TRUE
"833","M1011",2016-07-08 13:48:00,419.2,3,"7A1","yes","moose",548412.840703705,4942651.55580341,TRUE
"834","M1012",2016-07-08 13:57:00,422.4,3,"7A1","yes","moose",548396.869977468,4942665.87752368,TRUE
"835","M1013",2016-07-08 14:03:00,410.1,3.5,"7A1","yes","moose",548396.736984126,4942683.65037194,TRUE
"836","M1014",2016-07-08 14:18:00,414.6,2.25,"7A1","yes","moose",548325.546223184,4942657.56815057,TRUE
"837","M1015",2016-07-08 14:24:00,420.8,2.75,"7A1","yes","moose",548293.671618553,4942677.32563431,TRUE
"838","M1016",2016-07-08 14:39:00,402.4,2.75,"7A1","yes","moose",547920.488908047,4942730.09304377,TRUE
"839","M1017",2016-07-09 08:36:00,522.8,3.25,"12B2","yes","moose",584477.307909533,4943578.68461045,TRUE
"840","M1018",2016-07-09 08:47:00,524.8,4.5,"12B2","yes","moose",584494.228840507,4943497.80303868,TRUE
"841","M1019",2016-07-09 08:58:00,536,3.25,"12B2","yes","moose",584431.261356281,4943460.31771007,TRUE
"842","M1020",2016-07-09 09:22:00,526.6,3,"12B2","yes","moose",584343.921027409,4943466.95484309,TRUE
"843","M1021",2016-07-09 09:53:00,544.4,3.75,"12B2","yes","moose",584075.414792069,4943375.68963442,TRUE
"844","M1022",2016-07-09 12:41:00,576.3,3.25,"12B2","yes","moose",583859.067990872,4944155.019367,TRUE
"845","M1023",2016-07-09 13:10:00,559.1,3.25,"12B2","yes","moose",583955.165002271,4944084.0519972,TRUE
"846","M1024",2016-07-09 14:00:00,530.4,2.75,"12B2","yes","moose",584457.673964518,4943867.28696841,TRUE
"847","M1025",2016-07-10 10:26:00,586.8,2.75,"12B3","yes","moose",582321.563020778,4945309.57254915,TRUE
"848","M1026",2016-07-10 11:29:00,590.2,2.5,"12B3","yes","moose",582635.876570128,4945534.67113332,TRUE
"849","M1027",2016-07-11 09:18:00,420.7,2.25,"7A3","yes","moose",546423.312565585,4939146.65666611,TRUE
"850","M1028",2016-07-11 10:59:00,403.7,2.5,"7A3","yes","moose",545888.917369772,4938405.24147331,TRUE
"851","M1029",2016-07-12 12:01:00,439,2.75,"3A3","yes","moose",508251.997426701,4902120.30187402,TRUE
"852","M1030",2016-07-27 06:40:00,433.2,2.25,"7A1","yes","moose",548288.559856509,4942299.59350153,TRUE
"853","M1031",2016-07-27 06:49:00,438.2,2,"7A1","yes","moose",548304.390205859,4942304.15515703,TRUE
"854","M1032",2016-07-27 10:28:00,426.4,2.25,"7A3","yes","moose",546248.483109286,4939179.84197871,TRUE
"855","M1033",2016-07-27 10:36:00,432,2.5,"7A3","yes","moose",546248.459306148,4939183.17436937,TRUE
"856","M1034",2016-07-27 12:03:00,416.8,2.75,"7A3","yes","moose",546314.176407437,4938871.49429822,TRUE
"857","M1035",2016-07-27 12:37:00,407,3.25,"7A3","yes","moose",545864.439145116,4938499.49043618,TRUE
"858","M1036",2016-07-28 08:33:00,570.4,2.75,"12B2","yes","moose",583699.081828242,4943647.44451824,TRUE
"859","M1037",2016-07-28 08:47:00,571.5,3,"12B2","yes","moose",583690.547393779,4943693.99571156,TRUE
"860","M1038",2016-07-28 10:15:00,544.3,2.75,"12B2","yes","moose",584226.030783154,4943992.02958862,TRUE
"861","M1039",2016-07-28 14:07:00,598.7,2.5,"12B3","yes","moose",582620.133716126,4945525.58191,TRUE
"862","M1040",2016-07-31 13:03:00,470.2,3.5,"3A3","yes","moose",508028.258624235,4902348.83483802,TRUE
"863","M1041",2016-07-31 13:16:00,478.3,3.75,"3A3","yes","moose",508044.282128006,4902297.76077065,TRUE
"864","M1042",2016-07-31 13:30:00,471.9,2.25,"3A3","yes","moose",508243.930099166,4902189.15716131,TRUE
"865","M1043",2016-07-31 13:38:00,469,2.5,"3A3","yes","moose",508275.879048876,4902168.09352169,TRUE
"866","M1044",2016-07-31 13:56:00,467.3,2.5,"3A3","yes","moose",508379.764643137,4902060.48450079,TRUE
"867","M1045",2016-07-31 14:13:00,471.1,2.75,"3A3","yes","moose",508347.898349392,4902016.01449953,TRUE
"868","M1046",2016-08-18 10:46:00,418.9,3,"7A3","yes","moose",546172.69951899,4938678.30643418,TRUE
"869","M1047",2016-08-18 11:00:00,420.1,2.5,"7A3","yes","moose",546062.493641192,4938550.88445073,TRUE
"870","M1048",2016-08-19 08:39:00,541.5,3,"12B2","yes","moose",584099.091942163,4943384.88547012,TRUE
"871","M1049",2016-08-19 09:34:00,561.6,3,"12B2","yes","moose",583653.92706568,4943459.1025773,TRUE
"872","M1050",2016-08-19 09:57:00,574.1,2.75,"12B2","yes","moose",583722.010537881,4943714.40089386,TRUE
"873","M1051",2016-08-19 10:44:00,593.5,3.25,"12B2","yes","moose",583771.694623094,4944164.99652342,TRUE
"874","M1052",2016-08-19 14:32:00,617.5,3.75,"12B3","yes","moose",582408.620781779,4945322.90298971,TRUE
"875","M1053",2016-08-19 14:51:00,596.9,4.25,"12B3","yes","moose",582463.283928711,4945389.14866371,TRUE
"876","M1054",2016-08-22 11:49:00,470.4,2,"3A3","yes","moose",507605.373469113,4902283.90763784,TRUE
"877","M1055",2016-08-22 12:12:00,463.6,2,"3A3","yes","moose",507684.943433371,4902483.93248062,TRUE
"878","M1056",2016-08-22 12:35:00,466.5,3.25,"3A3","yes","moose",507860.520082947,4902474.14424642,TRUE
"879","M1057",2016-08-22 12:59:00,497.5,2.75,"3A3","yes","moose",508060.24573938,4902295.55892939,TRUE
"880","M1058",2016-08-22 13:10:00,489.8,3,"3A3","yes","moose",508108.177887224,4902255.6316959,TRUE
"881","M1059",2016-08-22 13:27:00,480.3,2.5,"3A3","yes","moose",508347.800679381,4902092.6549424,TRUE
"882","M1060",2016-08-22 14:17:00,474.1,2.25,"3A3","yes","moose",507789.621299633,4901697.65739952,TRUE
"883","M1061",2016-08-24 10:11:00,570.1,3,"5D1","yes","moose",524405.311289511,4834581.90308181,TRUE
"884","M1062",2016-08-24 11:04:00,547,2.25,"5D1","yes","moose",524018.903191185,4834415.0213014,TRUE
"885","M1063",2016-08-24 13:16:00,588.2,3,"5D3","yes","moose",526722.217252156,4835869.09304127,TRUE
